Unit Code,Unit Name,Unit Type,State, Visitors ,YearRaw
GRBA,Great Basin National Park,National Park,NV,"70,259",1989
ARPO,Arkansas Post National Memorial,National Memorial,AR,"69,023",1989
ELMO,El Morro National Monument,National Monument,NM,"67,256",1989
FOLA,Fort Laramie National Historic Site,National Historic Site,WY,"65,302",1989
EDIS,Thomas Edison National Historical Park,National Historic Site,NJ,"62,103",1989
TUMA,Tumacacori National Historical Park,National Historical Park,AZ,"61,912",1989
FOUS,Fort Union Trading Post National Historic Site,National Historic Site,ND,"61,327",1989
TONT,Tonto National Monument,National Monument,AZ,"61,106",1989
GWCA,George Washington Carver National Monument,National Monument,MO,"60,279",1989
PUHE,Pu'ukohola Heiau National Historic Site,National Historic Site,HI,"59,754",1989
WAPA,War in the Pacific National Historical Park,War in the Pacific,GU,"57,404",1989
CORO,Coronado National Memorial,National Memorial,AZ,"56,734",1989
CARL,Carl Sandburg Home National Historic Site,National Historic Site,NC,"55,435",1989
FODA,Fort Davis National Historic Site,National Historic Site,TX,"55,026",1989
ELMA,El Malpais National Monument,National Monument,NM,"52,554",1989
GICL,Gila Cliff Dwellings National Monument,National Monument,NM,"52,185",1989
FOST,Fort Stanwix National Monument,National Monument,NY,"51,271",1989
BIHO,Big Hole National Battlefield,National Battlefield,MT,"50,031",1989
MOCR,Moores Creek National Battlefield,National Battlefield,NC,"46,260",1989
GOSP,Golden Spike National Historic Site,National Historic Site,UT,"45,769",1989
BEOL,Bent's Old Fort National Historic Site,National Historic Site,CO,"45,512",1989
SAGA,Saint-Gaudens National Historic Site,National Historic Site,NH,"44,881",1989
NISI,Ninety Six National Historic Site,National Historic Site,SC,"44,829",1989
PECO,Pecos National Historical Park,National Historical Park,NM,"44,632",1989
THRI,Theodore Roosevelt Inaugural National Historic Site,National Historic Site,NY,"44,470",1989
CAVO,Capulin Volcano National Monument,National Monument,NM,"43,566",1989
FRDO,Frederick Douglass National Historic Site,National Historic Site,DC,"43,127",1989
FOLS,Fort Larned National Historic Site,National Historic Site,KS,"42,735",1989
HOCU,Hopewell Culture National Historical Park,National Historical Park,OH,"42,422",1989
PISP,Pipe Spring National Monument,National Monument,AZ,"42,287",1989
KATM,Katmai National Park,National Park,AK,"40,247",1989
KATM,Katmai National Preserve,National Preserve,AK,"40,247",1989
SAPU,Salinas Pueblo Missions National Monument,National Monument,NM,"38,723",1989
HOME,Homestead National Monument of America,National Monument,NE,"37,393",1989
HAGR,Hamilton Grange National Memorial,National Memorial,NY,"37,347",1989
ELRO,Eleanor Roosevelt National Historic Site,National Historic Site,NY,"36,466",1989
CLBA,Clara Barton National Historic Site,National Historic Site,MD,"35,581",1989
CUIS,Cumberland Island National Seashore,National Seashore,GA,"35,149",1989
JICA,Jimmy Carter National Historic Site,National Historic Site,GA,"34,520",1989
JOMU,John Muir National Historic Site,National Historic Site,CA,"33,358",1989
WRST,Wrangell-St. Elias National Park,National Park,AK,"33,221",1989
WRST,Wrangell-St. Elias National Preserve,National Preserve,AK,"33,221",1989
HAMP,Hampton National Historic Site,National Historic Site,MD,"31,451",1989
ISRO,Isle Royale National Park,National Park,MI,"27,133",1989
HOVE,Hovenweep National Monument,National Monument,UT,"26,798",1989
CONG,Congaree National Park,National Park,SC,"25,445",1989
RUCA,Russell Cave National Monument,National Monument,AL,"23,693",1989
GRKO,Grant-Kohrs Ranch National Historic Site,National Historic Site,MT,"23,415",1989
ADAM,Adams National Historical Park,National Historical Park,MA,"22,595",1989
OBRI,Obed Wild and Scenic River,Wild and Scenic River,TN,"21,305",1989
FOUN,Fort Union National Monument,National Monument,NM,"20,011",1989
FOBU,Fossil Butte National Monument,National Monument,WY,"19,528",1989
DRTO,Dry Tortugas National Park,National Park,FL,"19,441",1989
ROWI,Roger Williams National Memorial,National Memorial,RI,"18,953",1989
KNRI,Knife River Indian Villages National Historic Site,National Historic Site,ND,"18,824",1989
BOWA,Booker T. Washington National Monument,National Monument,VA,"17,571",1989
KAHO,Kaloko-Honokohau National Historical Park,National Historical Park,HI,"17,354",1989
WORI,Women's Rights National Historical Park,National Historical Park,NY,"15,495",1989
FRHI,Friendship Hill National Historic Site,National Historic Site,PA,"15,406",1989
LACL,Lake Clark National Park,National Park,AK,"14,879",1989
LACL,Lake Clark National Preserve,National Preserve,AK,"14,879",1989
JOFI,John Fitzgerald Kennedy National Historic Site,National Historic Site,MA,"14,640",1989
LONG,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,MA,"12,836",1989
EDAL,Edgar Allan Poe National Historic Site,National Historic Site,PA,"12,239",1989
MAVA,Martin Van Buren National Historic Site,National Historic Site,NY,"12,087",1989
AGFO,Agate Fossil Beds National Monument,National Monument,NE,"11,459",1989
THRB,Theodore Roosevelt Birthplace National Historic Site,National Historic Site,NY,"11,256",1989
WIHO,William Howard Taft National Historic Site,National Historic Site,OH,"7,633",1989
FOBO,Fort Bowie National Historic Site,National Historic Site,AZ,"7,564",1989
THKO,Thaddeus Kosciuszko National Memorial,National Memorial,PA,"7,489",1989
MAWA,Maggie L. Walker National Historic Site,National Historic Site,VA,"5,625",1989
NOAT,Noatak National Preserve,National Preserve,AK,"5,280",1989
SPAR,Springfield Armory National Historic Site,National Historic Site,MA,"4,731",1989
ALFL,Alibates Flint Quarries National Monument,National Monument,TX,"3,842",1989
FRLA,Frederick Law Olmsted National Historic Site,National Historic Site,MA,"3,795",1989
EUON,Eugene O'Neill National Historic Site,National Historic Site,CA,"3,129",1989
CAKR,Cape Krusenstern National Monument,National Monument,AK,"2,880",1989
KOVA,Kobuk Valley National Park,National Park,AK,"1,970",1989
YUCH,Yukon-Charley Rivers National Preserve,National Preserve,AK,916,1989
ANIA,Aniakchak National Monument,National Monument,AK,853,1989
ANIA,Aniakchak National Preserve,National Preserve,AK,853,1989
GAAR,Gates of the Arctic National Park,National Park,AK,822,1989
GAAR,Gates of the Arctic National Preserve,National Preserve,AK,822,1989
RIGR,Rio Grande Wild and Scenic River,Wild and Scenic River,TX,662,1989
GOGA,Golden Gate National Recreation Area,National Recreation Area,CA,"21,759,271",1988
BLRI,Blue Ridge Parkway,Parkway,NC,"20,002,975",1988
NATR,Natchez Trace Parkway,Parkway,MS,"11,685,582",1988
GWMP,George Washington Memorial Parkway,National Parkway,VA,"9,537,694",1988
NACA,National Capital Parks,Park,DC,"8,986,712",1988
GRSM,Great Smoky Mountains National Park,National Park,NC,"8,770,781",1988
LAKE,Lake Mead National Recreation Area,National Recreation Area,NV,"8,327,850",1988
GATE,Gateway National Recreation Area,National Recreation Area,NY,"6,215,162",1988
INDE,Independence National Historical Park,National Historical Park,PA,"5,362,893",1988
GUIS,Gulf Islands National Seashore,National Seashore,FL,"5,197,899",1988
CACO,Cape Cod National Seashore,National Seashore,MA,"5,180,970",1988
ACAD,Acadia National Park,National Park,ME,"4,502,283",1988
VAFO,Valley Forge National Historical Park,National Historical Park,PA,"4,202,511",1988
GRCA,Grand Canyon National Park,National Park,AZ,"3,859,886",1988
VIVE,Vietnam Veterans Memorial,National Memorial,DC,"3,657,726",1988
GLCA,Glen Canyon National Recreation Area,National Recreation Area,UT,"3,529,241",1988
YOSE,Yosemite National Park,National Park,CA,"3,216,681",1988
OLYM,Olympic National Park,National Park,WA,"2,959,122",1988
CACL,Castle Clinton National Monument,National Monument,NY,"2,843,214",1988
STLI,Statue Of Liberty National Monument,National Monument,NY,"2,833,424",1988
LINC,Lincoln Memorial,National Memorial,DC,"2,787,270",1988
SAJU,San Juan National Historic Site,National Historic Site,PR,"2,555,674",1988
ROMO,Rocky Mountain National Park,National Park,CO,"2,544,211",1988
DEWA,Delaware Water Gap National Recreation Area,National Recreation Area,PA,"2,527,862",1988
JEFF,Jefferson National Expansion Memorial,National Memorial,MO,"2,477,458",1988
COLO,Colonial National Historical Park,National Historical Park,VA,"2,472,650",1988
ASIS,Assateague Island National Seashore,National Seashore,MD,"2,418,662",1988
PORE,Point Reyes National Seashore,National Seashore,CA,"2,241,850",1988
BOST,Boston National Historical Park,National Historical Park,MA,"2,183,824",1988
YELL,Yellowstone National Park,National Park,WY,"2,182,113",1988
CHOH,Chesapeake and Ohio Canal National Historical Park,National Historical Park,DC,"2,034,097",1988
ZION,Zion National Park,National Park,UT,"1,948,332",1988
SHEN,Shenandoah National Park,National Park,VA,"1,937,155",1988
CAHA,Cape Hatteras National Seashore,National Seashore,NC,"1,929,713",1988
INDU,Indiana Dunes National Lakeshore,National Lakeshore,IN,"1,885,376",1988
CHIC,Chickasaw National Recreation Area,National Recreation Area,OK,"1,884,537",1988
GLAC,Glacier National Park,National Park,MT,"1,817,733",1988
MACA,Mammoth Cave National Park,National Park,KY,"1,735,610",1988
CHAT,Chattahoochee River National Recreation Area,National Recreation Area,GA,"1,691,810",1988
CABR,Cabrillo National Monument,National Monument,CA,"1,608,694",1988
MUWO,Muir Woods National Monument,National Monument,CA,"1,598,743",1988
MORU,Mount Rushmore National Memorial,National Memorial,SD,"1,570,137",1988
ROCR,Rock Creek Park,Park,DC,"1,564,453",1988
OZAR,Ozark National Scenic Riverways,National Scenic Riverway,MO,"1,546,702",1988
GETT,Gettysburg National Military Park,National Military Park,PA,"1,464,544",1988
FOPO,Fort Point National Historic Site,National Historic Site,CA,"1,427,958",1988
LARO,Lake Roosevelt National Recreation Area,National Recreation Area,WA,"1,366,305",1988
WHIS,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,CA,"1,352,456",1988
JEFM,Thomas Jefferson Memorial,National Memorial,DC,"1,329,531",1988
VALR,World War II Valor in the Pacific National Monument,National Monument,HI,"1,322,849",1988
LAMR,Lake Meredith National Recreation Area,National Recreation Area,TX,"1,321,739",1988
SLBE,Sleeping Bear Dunes National Lakeshore,National Lakeshore,MI,"1,317,530",1988
HALE,Haleakala National Park,National Park,HI,"1,314,683",1988
AMIS,Amistad National Recreation Area,National Recreation Area,TX,"1,284,606",1988
MORA,Mount Rainier National Park,National Park,WA,"1,255,618",1988
GRTE,Grand Teton National Park,National Park,WY,"1,232,691",1988
CUVA,Cuyahoga Valley National Park,National Park,OH,"1,229,717",1988
LYBA,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,DC,"1,229,295",1988
WAMO,Washington Monument,National Memorial,DC,"1,218,031",1988
HOSP,Hot Springs National Park,National Park,AR,"1,185,772",1988
BADL,Badlands National Park,National Park,SD,"1,110,040",1988
WHHO,White House,Other Designation,DC,"1,089,967",1988
CURE,Curecanti National Recreation Area,National Recreation Area,CO,"1,076,510",1988
BUFF,Buffalo National River,National River,AR,"1,058,464",1988
CANA,Canaveral National Seashore,National Seashore,FL,"1,038,035",1988
SEQU,Sequoia National Park,National Park,CA,"1,031,129",1988
EVER,Everglades National Park,National Park,FL,"1,026,188",1988
JELA,Jean Lafitte National Historical Park and Preserve,National Historical Park and Preserve,LA,"1,023,819",1988
KICA,Kings Canyon National Park,National Park,CA,"1,007,695",1988
MIMA,Minute Man National Historical Park,National Historical Park,MA,"1,001,990",1988
HAVO,Hawai'i Volcanoes National Park,National Park,HI,"983,007",1988
JOTR,Joshua Tree National Park,National Park,CA,"955,246",1988
FOTH,Ford's Theatre National Historic Site,National Historic Site,DC,"883,448",1988
CHCH,Chickamauga and Chattanooga National Military Park,National Military Park,GA,"877,104",1988
PEFO,Petrified Forest National Park,National Park,AZ,"857,031",1988
VIIS,Virgin Islands National Park,National Park,VI,"838,684",1988
MALU,"Martin Luther King, Jr., National Historic Site",National Historic Site,GA,"817,120",1988
MOCA,Montezuma Castle National Monument,National Monument,AZ,"802,819",1988
JODR,"John D. Rockefeller, Jr., Memorial Parkway",National Parkway,WY,"796,468",1988
BRCA,Bryce Canyon National Park,National Park,UT,"791,348",1988
CAVE,Carlsbad Caverns National Park,National Park,NM,"786,135",1988
MANA,Manassas National Battlefield Park,National Battlefield Park,VA,"778,861",1988
MEVE,Mesa Verde National Park,National Park,CO,"772,183",1988
CUGA,Cumberland Gap National Historical Park,National Historical Park,KY,"760,840",1988
CASA,Castillo de San Marcos National Monument,National Monument,FL,"757,131",1988
SAMA,Salem Maritime National Historic Site,National Historic Site,MA,"742,673",1988
LOWE,Lowell National Historical Park,National Historical Park,MA,"703,408",1988
HAFE,Harpers Ferry National Historical Park,National Historical Park,WV,"697,230",1988
KEMO,Kennesaw Mountain National Battlefield Park,National Battlefield Park,GA,"693,389",1988
DEVA,Death Valley National Park,National Park,CA,"692,267",1988
REDW,Redwood National Park,National Park,CA,"677,135",1988
VICK,Vicksburg National Military Park,National Military Park,LA,"675,690",1988
SAGU,Saguaro National Park,National Park,AZ,"675,397",1988
CACH,Canyon de Chelly National Monument,National Monument,AZ,"665,283",1988
BISO,Big South Fork National River and Recreation Area,National River and Recreation Area,TN,"613,011",1988
LIHO,Lincoln Home National Historic Site,National Historic Site,IL,"606,918",1988
NOCA,North Cascades National Park,National Park,WA,"605,967",1988
DENA,Denali National Park,National Park,AK,"592,431",1988
DENA,Denali National Preserve,National Park,AK,"592,431",1988
PAIS,Padre Island National Seashore,National Seashore,TX,"587,283",1988
WICA,Wind Cave National Park,National Park,SD,"578,016",1988
WOTR,Wolf Trap National Park for the Performing Arts,National Park,VA,"577,050",1988
FOMC,Fort McHenry National Monument and Historic Shrine,National Monument,MD,"575,992",1988
WHSA,White Sands National Monument,National Monument,NM,"556,185",1988
PIRO,Pictured Rocks National Lakeshore,National Lakeshore,MI,"553,774",1988
FIIS,Fire Island National Seashore,National Seashore,NY,"537,282",1988
BISC,Biscayne National Park,National Park,FL,"531,036",1988
SACN,Saint Croix National Scenic Riverway,National Scenic Riverway,WI,"529,414",1988
ARCH,Arches National Park,National Park,UT,"520,455",1988
